full_address,lat,lng
243 Bukit Batok East Avenue 5,1.349733,103.756233
110 Bukit Batok West Avenue 6,1.347565,103.745797
102 Bukit Batok West Avenue 6,1.347584,103.747429
171 Bukit Batok West Avenue 8,1.346165,103.740353
32 Jalan Bukit Ho Swee,1.287483,103.82845
30 Telok Blangah Rise,1.273126,103.820251
33 Telok Blangah Way,1.274214,103.822405
130 Kim Tian Road,1.280409,103.829278
32 Lower Delta Road,1.289857,103.826045
88 Zion Road,1.291424,103.832528
90 Zion Road,1.291017,103.833696
15 Telok Blangah Crescent,1.277099,103.820743
22 Telok Blangah Crescent,1.276618,103.819869
20 Telok Blangah Crescent,1.277034,103.821827
8 Redhill Close,1.285119,103.816871
3 Redhill Close,1.28456,103.816703
16 Taman Ho Swee,1.28801,103.831646
51 Nile Road,1.352083,103.819836
54 Nile Road,1.352083,103.819836
24 Jalan Membina Barat,1.283264,103.826524
128 Kim Tian Road,1.281535,103.829059
24 Telok Blangah Crescent,1.275431,103.820669
23 Telok Blangah Crescent,1.27614,103.820834
59 Telok Blangah Heights,1.275322,103.813493
104 Henderson Crescent,1.289363,103.821561
95 Havelock Road,1.288602,103.832856
26 Telok Blangah Crescent,1.276766,103.818947
5 Farrer Road,1.316559,103.807342
10 Jalan Kukoh,1.28694,103.839065
3 Tanjong Pagar Plaza,1.275753,103.842474
263 Waterloo Street,1.298518,103.852296
26 Jalan Berseh,1.307222,103.857767
668 Chander Road,1.307587,103.851381
15 Teck Whye Lane,1.379166,103.754732
17 Teck Whye Lane,1.379282,103.753862
612 Clementi West Street 1,1.303524,103.768684
364 Clementi Avenue 2,1.312918,103.769096
428 Clementi Avenue 3,1.312554,103.763208
327 Clementi Avenue 5,1.314009,103.766559
352 Clementi Avenue 2,1.31426,103.771503
513 West Coast Road,1.308697,103.760184
374 Clementi Avenue 4,1.319083,103.7664
511 West Coast Drive,1.310356,103.760438
410 Commonwealth Avenue West,1.311447,103.769706
324 Clementi Avenue 5,1.315164,103.766074
350 Clementi Avenue 2,1.315647,103.770197
318 Clementi Avenue 4,1.318362,103.765258
316 Clementi Avenue 4,1.318478,103.764542
348 Clementi Avenue 5,1.316788,103.770907
373 Clementi Avenue 4,1.31938,103.767499
381 Clementi Avenue 5,1.318149,103.768272
355 Clementi Avenue 2,1.314558,103.769548
102 Clementi Street 14,1.322265,103.769242
95 Aljunied Crescent,1.32134,103.886381
124 Geylang East Avenue 1,1.318352,103.886696
414 Eunos Road 5,1.318079,103.898267
32 Cassia Crescent,1.309422,103.88397
95 Old Airport Road,1.308406,103.887347
99 Old Airport Road,1.308574,103.888145
315 Ubi Avenue 1,1.329323,103.903148
314 Ubi Avenue 1,1.329104,103.903354
313 Ubi Avenue 1,1.329146,103.903864
2 Haig Road,1.312492,103.89762
122 Geylang East Central,1.317685,103.884972
34 Cassia Crescent,1.309528,103.884495
31 Balam Road,1.329796,103.885735
324 Ubi Avenue 1,1.328394,103.904296
125 Aljunied Road,1.32321,103.881842
22 Eunos Crescent,1.324814,103.902022
51 Sims Drive,1.316293,103.878897
50 Sims Drive,1.316505,103.878381
19 Hougang Avenue 3,1.363853,103.891768
22 Hougang Avenue 3,1.364271,103.890472
129 Lorong Ah Soo,1.35182,103.887191
155 Hougang Street 11,1.352621,103.880275
249 Hougang Avenue 3,1.35966,103.891727
6 Teban Gardens Road,1.321206,103.744013
34 Teban Gardens Road,1.319894,103.741792
339 Jurong East Avenue 1,1.349515,103.731567
402 Pandan Gardens,1.320783,103.749455
414 Pandan Gardens,1.320094,103.747263
239 Jurong East Street 21,1.340922,103.740898
260 Jurong East Street 24,1.343741,103.74019
305 Jurong East Street 32,1.345359,103.735478
219A Jurong East Street 21,1.340622,103.737461
220 Jurong East Street 21,1.341086,103.737477
112 Ho Ching Road,1.333957,103.723682
440 Jurong West Avenue 1,1.351299,103.722721
531 Jurong West Street 52,1.349041,103.715301
424 Jurong West Avenue 1,1.351049,103.72487
537 Jurong West Avenue 1,1.350418,103.71607
412 Jurong West Street 42,1.353353,103.726063
483 Jurong West Street 41,1.347368,103.725328
532 Jurong West Street 52,1.349233,103.716047
553 Jurong West Street 42,1.353151,103.718954
401 Jurong West Street 42,1.353465,103.72145
201 Boon Lay Drive,1.343278,103.715416
202 Boon Lay Drive,1.343978,103.715209
204 Boon Lay Drive,1.344301,103.715219
206 Boon Lay Drive,1.344982,103.715021
221 Boon Lay Place,1.346208,103.712434
86 Whampoa Drive,1.323124,103.855887
93 Geylang Bahru,1.321719,103.871519
96 Geylang Bahru,1.323444,103.870454
34 Jalan Bahagia,1.326997,103.857755
27 Jalan Bahagia,1.326129,103.859017
102 Jalan Rajah,1.328325,103.851414
6 Saint George's Lane,1.323295,103.858931
42 Cambridge Road,1.315864,103.84966
11 Saint George's Road,1.323099,103.86325
38 Upper Boon Keng Road,1.31804,103.874225
64 Marine Drive,1.301955,103.909174
1 Marine Terrace,1.304862,103.918644
62 Commonwealth Drive,1.29843,103.796957
29 Tanglin Halt Road,1.298865,103.799646
56 Commonwealth Drive,1.297597,103.797114
45 Tanglin Halt Road,1.299191,103.798864
40 Tanglin Halt Road,1.29808,103.798579
162 Mei Ling Street,1.292188,103.802721
163 Stirling Road,1.291904,103.802644
43 Holland Drive,1.30767,103.792542
35 Dover Road,1.299131,103.783426
91 Commonwealth Drive,1.305933,103.799765
109 Commonwealth Crescent,1.307308,103.798975
68 Commonwealth Drive,1.298999,103.796079
15 Ghim Moh Road,1.309039,103.788549
5 Buangkok South Farmway 1,1.38344,103.877967
1 Seletar West Farmway 6,1.394562,103.869885
2 Seletar West Farmway 6,1.394657,103.870787
4 Lorong Lew Lian,1.350182,103.876478
306 Serangoon Avenue 2,1.354146,103.866883
104 Serangoon North Avenue 1,1.370614,103.871084
229 Serangoon Avenue 4,1.355948,103.870255
118 Serangoon North Avenue 1,1.367596,103.870832
122 Serangoon North Avenue 1,1.366667,103.871333
307 Serangoon Avenue 2,1.354564,103.867068
231 Serangoon Avenue 3,1.354977,103.868333
239 Serangoon Avenue 2,1.35324,103.868651
238 Serangoon Avenue 2,1.353522,103.869047
317 Serangoon Avenue 2,1.352671,103.866268
408 Tampines Street 41,1.358785,103.945263
417 Tampines Street 41,1.3588,103.947284
206 Tampines Street 21,1.350795,103.952433
139 Tampines Street 11,1.346859,103.944446
909 Tampines Avenue 4,1.350189,103.939403
276 Tampines Street 22,1.347514,103.950573
930 Tampines Street 91,1.345956,103.939605
213 Tampines Street 23,1.354805,103.954176
208 Tampines Street 21,1.351213,103.953123
107 Tampines Street 11,1.348199,103.947834
915 Tampines Street 91,1.348608,103.939506
911 Tampines Street 91,1.349808,103.939832
931 Tampines Street 91,1.346112,103.939046
448 Tampines Street 42,1.357406,103.951015
449 Tampines Street 42,1.357072,103.951054
230 Tampines Street 24,1.355913,103.952448
419 Tampines Street 41,1.358088,103.946543
423 Tampines Street 41,1.35716,103.947981
815 Tampines Avenue 4,1.347339,103.937435
260 Tampines Street 21,1.354648,103.950098
107 Lorong 1 Toa Payoh,1.341206,103.846959
108 Lorong 1 Toa Payoh,1.341553,103.847306
124 Lorong 1 Toa Payoh,1.338607,103.844198
18 Lorong 7 Toa Payoh,1.335802,103.856726
85 Lorong 4 Toa Payoh,1.336255,103.849766
185 Toa Payoh Central,1.33264,103.85
203 Toa Payoh North,1.34207,103.849502
194 Kim Keat Avenue,1.330963,103.858175
104 Potong Pasir Avenue 1,1.334345,103.869224
47 Lorong 6 Toa Payoh,1.336924,103.854005
217 Lorong 8 Toa Payoh,1.34264,103.854604
2A Woodlands Centre Road,1.440518,103.770646
148 Woodlands Street 13,1.435797,103.774043
172 Woodlands Street 13,1.433975,103.777418
215 Marsiling Lane,1.447614,103.772056
731 Yishun Street 72,1.428184,103.831237
125 Yishun Street 11,1.43406,103.830474
214 Yishun Street 21,1.431422,103.836302
124 Yishun Street 11,1.434485,103.831235
255 Yishun Ring Road,1.434308,103.840658
278 Yishun Street 22,1.438034,103.837562
754 Yishun Street 72,1.426868,103.834047
749 Yishun Street 72,1.428422,103.83417
139 Yishun Ring Road,1.431638,103.831428
236 Yishun Ring Road,1.433801,103.839002
269 Yishun Street 22,1.437164,103.840317
155 Yishun Street 11,1.431943,103.834261
805 Yishun Ring Road,1.417458,103.831364
475 Ang Mo Kio Avenue 10,1.362692,103.856551
533 Ang Mo Kio Avenue 5,1.374194,103.852684
113 Ang Mo Kio Avenue 4,1.371878,103.835958
325 Ang Mo Kio Avenue 3,1.367909,103.846845
449 Ang Mo Kio Avenue 10,1.367894,103.855946
537 Ang Mo Kio Avenue 5,1.375231,103.853054
634 Ang Mo Kio Avenue 6,1.381612,103.843265
132 Ang Mo Kio Avenue 3,1.371472,103.841784
618 Bedok Reservoir Road,1.333096,103.917024
92 Bedok North Avenue 4,1.332433,103.941282
113 Bedok Reservoir Road,1.330527,103.91064
121 Bedok Reservoir Road,1.331361,103.909933
35 Chai Chee Avenue,1.324773,103.926118
717 Bedok Reservoir Road,1.337998,103.925979
119 Bedok North Road,1.330177,103.938641
163 Bedok South Road,1.319703,103.946615
405 Bedok North Avenue 3,1.328701,103.934084
711 Bedok Reservoir Road,1.336556,103.922828
52 Chai Chee Street,1.328758,103.920907
55 New Upper Changi Road,1.325114,103.942076
66 Bedok South Avenue 3,1.31844,103.943881
112 Bedok North Road,1.331058,103.935513
115 Bedok Reservoir Road,1.33069,103.90865
25 Sin Ming Road,1.354878,103.837789
265 Bukit Batok East Avenue 4,1.350108,103.759934
316 Bukit Batok Street 32,1.3606,103.74707
250 Bukit Batok East Avenue 5,1.351028,103.757089
106 Bukit Batok Central,1.346813,103.746906
174 Bukit Batok West Avenue 8,1.345672,103.741048
252 Bukit Batok East Avenue 5,1.350494,103.757241
322 Bukit Batok Street 33,1.361684,103.747494
363 Bukit Batok Street 31,1.36104,103.749297
324 Bukit Batok Street 33,1.362146,103.747232
203 Bukit Batok Street 21,1.347773,103.748967
222 Bukit Batok East Avenue 3,1.347909,103.753904
138 Jalan Bukit Merah,1.278422,103.826237
138 Alexandra Road,1.291023,103.82191
142 Tiong Bahru Road,1.286126,103.826473
86 Redhill Close,1.286924,103.818864
91 Zion Road,1.290812,103.833909
27 Telok Blangah Way,1.274434,103.821665
50 Telok Blangah Drive,1.273087,103.81008
8 Jalan Rumah Tinggi,1.288504,103.807982
111 Bukit Purmei Road,1.27439,103.82723
110 Spottiswoode Park Road,1.273686,103.836452
103 Spottiswoode Park Road,1.274735,103.835355
21 Outram Park,1.283605,103.838418
4 Rochor Road,1.302496,103.854434
3 Rochor Road,1.30236,103.85529
53 Chin Swee Road,1.287752,103.841338
637 Veerasamy Road,1.306904,103.855729
351 Clementi Avenue 2,1.315497,103.771288
341 Clementi Avenue 5,1.319125,103.769036
514 West Coast Road,1.308994,103.759193
4 Haig Road,1.3121,103.897182
53 Sims Place,1.317796,103.880026
318 Ubi Avenue 1,1.328491,103.903229
7 Haig Road,1.313803,103.896909
125 Geylang East Avenue 1,1.317803,103.886431
247 Hougang Avenue 3,1.359175,103.891517
401 Hougang Avenue 10,1.374844,103.896998
412 Hougang Avenue 10,1.374708,103.895365
704 Hougang Avenue 2,1.365118,103.889324
253 Hougang Avenue 3,1.36025,103.892143
703 Hougang Avenue 2,1.365382,103.889562
628 Hougang Avenue 8,1.369559,103.88054
35 Teban Gardens Road,1.319766,103.742479
36 Teban Gardens Road,1.319979,103.742754
330 Jurong East Avenue 1,1.350598,103.730051
301 Jurong East Street 32,1.344131,103.735323
261 Jurong East Street 24,1.344387,103.74046
338 Jurong East Avenue 1,1.350271,103.731232
409 Pandan Gardens,1.318523,103.747387
48 Teban Gardens Road,1.320486,103.739975
226 Jurong East Street 21,1.341419,103.73585
406 Jurong West Street 42,1.354299,103.722356
541 Jurong West Avenue 1,1.35122,103.716022
533 Jurong West Street 52,1.348898,103.716486
522 Jurong West Street 52,1.346467,103.716651
523 Jurong West Street 52,1.346768,103.716154
404 Jurong West Street 42,1.353938,103.722519
549 Jurong West Street 42,1.35303,103.71612
472 Jurong West Street 41,1.348113,103.722278
471 Jurong West Street 41,1.348547,103.722227
7 Jalan Batu,1.302418,103.883672
93 Whampoa Drive,1.322272,103.854712
47 Bendemeer Road,1.323192,103.866638
14 Saint George's Road,1.323711,103.862031
4 Jalan Batu,1.30193,103.883577
5 Jalan Batu,1.301565,103.884014
94 Whampoa Drive,1.321984,103.855759
99 Whampoa Drive,1.320888,103.853865
9 Saint George's Road,1.323581,103.862866
18 Saint George's Road,1.324096,103.862828
11 Jalan Batu,1.301694,103.882578
108 Jalan Rajah,1.3282,103.855524
46 Marine Crescent,1.305067,103.912679
29 Marine Crescent,1.302807,103.913202
42 Tanglin Halt Road,1.298547,103.798587
39A Commonwealth Avenue,1.298115,103.805116
168 Stirling Road,1.290402,103.802922
67 Commonwealth Drive,1.298867,103.796263
41 Tanglin Halt Road,1.298079,103.798418
23B Queen's Close,1.293681,103.80048
31 Dover Road,1.300158,103.784235
5 Sembawang Road,1.402857,103.817652
110 Serangoon North Avenue 1,1.369364,103.871379
235 Serangoon Avenue 3,1.355025,103.869978
101 Serangoon North Avenue 1,1.371066,103.870314
308 Serangoon Avenue 2,1.354164,103.865971
236 Serangoon Avenue 3,1.354206,103.869812
225 Tampines Street 23,1.355162,103.954029
806 Tampines Avenue 4,1.345551,103.93689
837 Tampines Street 83,1.35087,103.934384
290 Tampines Street 22,1.349881,103.954584
296 Tampines Street 22,1.350636,103.955575
122 Simei Street 1,1.345051,103.952368
857 Tampines Street 83,1.354279,103.935966
186 Toa Payoh Central,1.332747,103.850226
207 Toa Payoh North,1.342465,103.845589
89 Lorong 2 Toa Payoh,1.33926,103.846934
118 Potong Pasir Avenue 1,1.335487,103.862657
4 Upper Aljunied Lane,1.33358,103.87919
72 Lorong 5 Toa Payoh,1.333895,103.852075
214 Lorong 8 Toa Payoh,1.341844,103.854372
224 Lorong 8 Toa Payoh,1.341149,103.856037
132 Potong Pasir Avenue 1,1.33416,103.865615
129 Marsiling Rise,1.437829,103.778734
152 Woodlands Street 13,1.435066,103.774224
27 Marsiling Drive,1.442263,103.774156
118 Yishun Ring Road,1.435928,103.828575
707 Yishun Avenue 5,1.42895,103.827581
735 Yishun Street 72,1.428937,103.831165
746 Yishun Street 72,1.42896,103.833303
202 Yishun Street 21,1.430739,103.837276
133 Yishun Street 11,1.432553,103.830837
227 Yishun Street 21,1.435088,103.836525
253 Yishun Ring Road,1.434953,103.840514
228 Yishun Street 21,1.435401,103.83754
230 Yishun Street 21,1.434566,103.836613
246 Yishun Avenue 9,1.435051,103.842578
256 Yishun Ring Road,1.434071,103.839965
119 Ang Mo Kio Avenue 3,1.369558,103.844768
649 Ang Mo Kio Avenue 5,1.379454,103.843112
540 Ang Mo Kio Avenue 10,1.375249,103.855404
635 Ang Mo Kio Avenue 6,1.380816,103.842432
153 Ang Mo Kio Avenue 5,1.376379,103.84197
327 Ang Mo Kio Avenue 3,1.367068,103.846975
413 Ang Mo Kio Avenue 10,1.36352,103.853677
426 Ang Mo Kio Avenue 3,1.369506,103.853294
636 Ang Mo Kio Avenue 6,1.372643,103.848147
151 Ang Mo Kio Avenue 5,1.376975,103.841353
74 Bedok North Road,1.327517,103.9422
108 Bedok North Road,1.332739,103.936581
409 Bedok North Avenue 2,1.328141,103.933267
410 Bedok North Avenue 2,1.327733,103.931401
553 Bedok North Avenue 1,1.331481,103.927773
552 Bedok North Avenue 1,1.331878,103.927726
601 Bedok Reservoir Road,1.329936,103.911426
104 Bedok Reservoir Road,1.32923,103.91002
101 Bedok Reservoir Road,1.328458,103.910115
131 Bedok Reservoir Road,1.333145,103.911544
306 Shunfu Road,1.350276,103.839262
247 Bukit Batok East Avenue 5,1.349916,103.757002
341 Bukit Batok Street 34,1.362787,103.749072
241 Bukit Batok East Avenue 5,1.350739,103.754744
255 Bukit Batok East Avenue 4,1.35015,103.758491
259 Bukit Batok East Avenue 4,1.351423,103.759625
367 Bukit Batok Street 31,1.360352,103.74969
302 Bukit Batok Street 31,1.357086,103.748426
263 Bukit Batok East Avenue 4,1.350311,103.759105
233 Bukit Batok East Avenue 5,1.348883,103.754995
360 Bukit Batok Street 31,1.361086,103.75063
113 Jalan Bukit Merah,1.280522,103.825844
14 Taman Ho Swee,1.287912,103.832228
24 Beo Crescent,1.288606,103.828372
47 Telok Blangah Drive,1.272081,103.810105
10 Telok Blangah Crescent,1.277853,103.81977
161 Bukit Merah Central,1.284084,103.815994
27 Lim Liak Street,1.285449,103.83084
56 Telok Blangah Heights,1.274276,103.812451
8 Kim Tian Place,1.283023,103.827241
49 Telok Blangah Drive,1.272204,103.81101
67 Telok Blangah Drive,1.274828,103.809767
109 Spottiswoode Park Road,1.274032,103.836666
9 Jalan Kukoh,1.287763,103.839116
434 Clementi Avenue 3,1.314534,103.761549
376 Clementi Avenue 4,1.318056,103.76662
202 Clementi Avenue 6,1.32066,103.762716
52 Sims Place,1.316504,103.880377
93 Paya Lebar Way,1.322837,103.888326
20 Balam Road,1.33084,103.887467
15 Eunos Crescent,1.3239,103.903379
7 Hougang Avenue 3,1.362313,103.89342
102 Hougang Avenue 1,1.354815,103.890878
240 Hougang Street 22,1.356423,103.890683
415 Hougang Avenue 10,1.37523,103.89655
101 Hougang Avenue 1,1.355088,103.891391
336 Hougang Avenue 7,1.369362,103.898297
708 Hougang Avenue 2,1.366396,103.889392
230 Hougang Avenue 1,1.35891,103.888359
245 Jurong East Street 24,1.341709,103.741964
47 Teban Gardens Road,1.320138,103.739938
204 Jurong East Street 21,1.337406,103.741592
473 Jurong West Street 41,1.348722,103.722864
460 Jurong West Street 41,1.349898,103.720914
552 Jurong West Street 42,1.352743,103.717843
548 Jurong West Street 42,1.353458,103.715896
76 Lorong Limau,1.325219,103.854356
61 Jalan Tenteram,1.327952,103.857581
466 Crawford Lane,1.305317,103.862358
76 Marine Drive,1.302864,103.907715
17 Marine Terrace,1.303736,103.914161
38 Dover Road,1.298772,103.782132
5 Dover Crescent,1.304152,103.782341
112 Commonwealth Crescent,1.30671,103.798203
8 Ghim Moh Road,1.310584,103.787653
21 Holland Drive,1.310991,103.792389
112 Serangoon North Avenue 1,1.369219,103.871587
124 Serangoon North Avenue 1,1.36628,103.871438
220 Serangoon Avenue 4,1.358701,103.872216
444 Tampines Street 42,1.358317,103.951374
854 Tampines Street 82,1.353024,103.936568
406 Tampines Street 41,1.358311,103.945793
158 Tampines Street 12,1.351457,103.945899
140 Tampines Street 12,1.347595,103.943811
256 Tampines Street 21,1.353341,103.950066
288 Tampines Street 22,1.348691,103.954369
165 Tampines Street 12,1.349239,103.946116
112 Lorong 1 Toa Payoh,1.34149,103.845472
3 Lorong 7 Toa Payoh,1.339223,103.854486
34 Lorong 5 Toa Payoh,1.334796,103.854155
158 Lorong 1 Toa Payoh,1.331533,103.845006
202 Toa Payoh North,1.341764,103.849544
13 Joo Seng Road,1.335775,103.879276
157 Woodlands Street 13,1.434379,103.774793
177 Woodlands Street 13,1.434355,103.778058
334 Woodlands Street 32,1.430031,103.780431
216 Marsiling Lane,1.447106,103.772078
747 Yishun Street 72,1.428173,103.833498
286 Yishun Avenue 6,1.440112,103.83867
738 Yishun Street 72,1.429414,103.832358
201 Yishun Street 21,1.430698,103.838048
157 Yishun Street 11,1.432288,103.834144
244 Yishun Ring Road,1.433886,103.841158
261 Yishun Street 22,1.435292,103.838609
768 Yishun Avenue 3,1.424367,103.833897
109 Yishun Ring Road,1.432766,103.828547
757 Yishun Street 72,1.426483,103.834281
352 Yishun Ring Road,1.426435,103.844886
215 Ang Mo Kio Avenue 1,1.366503,103.841694
218 Ang Mo Kio Avenue 1,1.365146,103.841749
468 Ang Mo Kio Avenue 10,1.3649,103.856208
205 Ang Mo Kio Avenue 1,1.36696,103.843573
303 Ang Mo Kio Avenue 1,1.366615,103.845258
131 Ang Mo Kio Avenue 3,1.371041,103.84178
467 Ang Mo Kio Avenue 10,1.365436,103.856691
472 Ang Mo Kio Avenue 10,1.36316,103.858121
562 Ang Mo Kio Avenue 3,1.370204,103.859009
553 Ang Mo Kio Avenue 10,1.372559,103.857243
306 Ang Mo Kio Avenue 1,1.365683,103.845859
617 Bedok Reservoir Road,1.333218,103.9165
509 Bedok North Street 3,1.33378,103.930875
521 Bedok North Avenue 1,1.33024,103.926816
214 Bedok North Street 1,1.325892,103.932436
704 Bedok Reservoir Road,1.336508,103.920279
109 Bedok Reservoir Road,1.32981,103.909804
116 Bedok Reservoir Road,1.331134,103.908546
428 Bedok North Road,1.329548,103.927868
627 Bedok Reservoir Road,1.334073,103.915532
108 Bedok Reservoir Road,1.330257,103.909056
107 Bedok Reservoir Road,1.329882,103.909175
406 Bedok North Avenue 3,1.3282,103.93446
63 Chai Chee Road,1.326095,103.92148
721 Bedok Reservoir Road,1.336348,103.926014
405 Sin Ming Avenue,1.362837,103.834732
404 Sin Ming Avenue,1.362653,103.834126
523 Bukit Batok Street 52,1.356717,103.752522
131 Bukit Batok West Avenue 6,1.350758,103.746265
264 Bukit Batok East Avenue 4,1.349897,103.759039
346 Bukit Batok Street 34,1.362491,103.75056
148 Bukit Batok West Avenue 6,1.349296,103.743834
238 Bukit Batok East Avenue 5,1.349915,103.754743
312 Bukit Batok Street 32,1.359902,103.747567
364 Bukit Batok Street 31,1.360641,103.74924
361 Bukit Batok Street 31,1.360698,103.750854
368 Bukit Batok Street 31,1.360404,103.750969
201 Bukit Batok Street 21,1.345988,103.747955
101 Bukit Batok West Avenue 6,1.346289,103.746577
170 Bukit Batok West Avenue 8,1.34657,103.740103
266 Bukit Batok East Avenue 4,1.349326,103.760194
144 Bukit Batok West Avenue 6,1.350072,103.744224
212 Bukit Batok Street 21,1.347133,103.752099
245 Bukit Batok East Avenue 5,1.349726,103.75732
306 Bukit Batok Street 31,1.358301,103.747544
370 Bukit Batok Street 31,1.36002,103.74951
31 Telok Blangah Rise,1.272404,103.82092
131 Jalan Bukit Merah,1.280232,103.828297
108 Bukit Purmei Road,1.273537,103.825436
77 Telok Blangah Drive,1.273937,103.809142
142 Jalan Bukit Merah,1.277015,103.82806
17 Redhill Close,1.285239,103.817652
2 Redhill Close,1.284086,103.818064
107 Jalan Bukit Merah,1.279871,103.824797
29 Lim Liak Street,1.285396,103.830402
43 Moh Guan Terrace,1.28468,103.831054
3 Delta Avenue,1.291703,103.827335
52 Lengkok Bahru,1.288547,103.813222
117 Bukit Merah Central,1.283539,103.815396
9 Jalan Rumah Tinggi,1.288912,103.808319
53 Telok Blangah Drive,1.274182,103.811399
52 Telok Blangah Drive,1.273845,103.811194
74 Telok Blangah Heights,1.275416,103.808751
2 Queen's Road,1.322824,103.811007
635 Veerasamy Road,1.30659,103.855271
1 Rochor Road,1.302596,103.852324
5 Teck Whye Avenue,1.382116,103.753499
3 Teck Whye Avenue,1.382522,103.752602
25 Teck Whye Lane,1.37799,103.75515
321 Clementi Avenue 5,1.316465,103.766161
430 Clementi Avenue 3,1.313307,103.762573
332 Clementi Avenue 2,1.314727,103.767429
613 Clementi West Street 1,1.303558,103.767658
357 Clementi Avenue 2,1.31404,103.768885
59 Circuit Road,1.325227,103.886913
60 Circuit Road,1.325602,103.886618
50 Circuit Road,1.32489,103.885561
327 Ubi Avenue 1,1.32691,103.903974
104 Aljunied Crescent,1.3201,103.88277
107 Aljunied Crescent,1.318977,103.884267
10 Pine Close,1.309191,103.882372
54 Pipit Road,1.323864,103.88733
319 Ubi Avenue 1,1.328208,103.903477
110 Aljunied Crescent,1.319989,103.884426
415 Eunos Road 5,1.318302,103.897986
623 Hougang Avenue 8,1.370527,103.882325
112 Hougang Avenue 1,1.35441,103.888584
118 Hougang Avenue 1,1.35346,103.887498
701 Hougang Avenue 2,1.365919,103.890091
702 Hougang Avenue 2,1.365874,103.889744
332 Hougang Avenue 5,1.368475,103.897996
236 Hougang Avenue 1,1.357831,103.888946
143 Lorong Ah Soo,1.352316,103.882845
603 Hougang Avenue 4,1.371264,103.886298
602 Hougang Avenue 4,1.371236,103.886918
709 Hougang Avenue 2,1.367036,103.888049
706 Hougang Avenue 2,1.365952,103.888672
408 Hougang Avenue 10,1.373249,103.895294
238 Hougang Avenue 1,1.357281,103.889305
235 Hougang Street 21,1.357362,103.888497
412 Pandan Gardens,1.319625,103.747102
303 Jurong East Street 32,1.344774,103.735737
217 Jurong East Street 21,1.339976,103.738046
219 Jurong East Street 21,1.340782,103.73802
44 Teban Gardens Road,1.32081,103.741565
238 Jurong East Street 21,1.340704,103.740534
263 Jurong East Street 24,1.344397,103.741537
332 Jurong East Avenue 1,1.351693,103.730232
7 Yung Kuang Road,1.330739,103.722397
479 Jurong West Street 41,1.347191,103.724575
538 Jurong West Avenue 1,1.349977,103.715257
546 Jurong West Street 42,1.352742,103.715242
466 Jurong West Street 41,1.349946,103.722662
421 Jurong West Street 42,1.350161,103.726822
529 Jurong West Street 52,1.348418,103.71619
467 North Bridge Road,1.305292,103.862923
804 King George's Avenue,1.308041,103.860608
102 Towner Road,1.320981,103.862361
107 Jalan Rajah,1.327964,103.855054
55 Geylang Bahru,1.324213,103.868654
34 Marine Crescent,1.303984,103.9123
28 Marine Crescent,1.303352,103.913365
95 Commonwealth Drive,1.305462,103.801115
158 Mei Ling Street,1.292686,103.802828
170 Stirling Road,1.290974,103.803112
87 Commonwealth Close,1.304667,103.799311
85 Commonwealth Close,1.304188,103.79937
92 Commonwealth Drive,1.305834,103.800285
94 Commonwealth Drive,1.305602,103.800752
64 Commonwealth Drive,1.299334,103.797228
75 Commonwealth Drive,1.301215,103.796086
10 Holland Avenue,1.308092,103.794209
168A Queensway,1.289134,103.803566
27 Dover Crescent,1.305426,103.781325
107 Serangoon North Avenue 1,1.369832,103.870142
222 Serangoon Avenue 4,1.35857,103.871342
237 Serangoon Avenue 3,1.353495,103.868926
410 Tampines Street 41,1.358741,103.946284
101 Tampines Street 11,1.347385,103.945254
807 Tampines Avenue 4,1.345937,103.936164
852 Tampines Street 82,1.352688,103.936469
284 Tampines Street 22,1.349116,103.95257
241 Tampines Street 21,1.354544,103.947173
239 Tampines Street 21,1.354783,103.94656
415 Tampines Street 41,1.359431,103.946943
254 Tampines Street 21,1.352975,103.949246
143 Tampines Street 12,1.348046,103.943611
142 Tampines Street 12,1.348732,103.945172
127 Tampines Street 11,1.34542,103.950565
231 Lorong 8 Toa Payoh,1.337373,103.859436
110 Lorong 1 Toa Payoh,1.341498,103.846399
118 Lorong 1 Toa Payoh,1.339567,103.844888
167 Lorong 1 Toa Payoh,1.333855,103.843333
184 Toa Payoh Central,1.332834,103.849686
109 Potong Pasir Avenue 1,1.334867,103.867412
3 Upper Aljunied Lane,1.334005,103.879886
201 Toa Payoh North,1.341288,103.850099
119 Potong Pasir Avenue 1,1.334741,103.863059
12 Joo Seng Road,1.335894,103.878832
131 Potong Pasir Avenue 1,1.334471,103.865307
125 Potong Pasir Avenue 1,1.335394,103.865156
151 Woodlands Street 13,1.43542,103.774201
149 Woodlands Street 13,1.435762,103.773171
101 Woodlands Street 13,1.435935,103.781918
106 Woodlands Street 13,1.436775,103.782274
103 Woodlands Street 13,1.436786,103.780969
333 Woodlands Street 32,1.429767,103.780016
120 Marsiling Rise,1.439145,103.780636
123 Marsiling Rise,1.439082,103.779049
9 Marsiling Drive,1.441327,103.776486
745 Yishun Street 72,1.429355,103.83318
208 Yishun Street 21,1.430994,103.837542
206 Yishun Street 21,1.431266,103.836831
122 Yishun Street 11,1.434918,103.830975
147 Yishun Street 11,1.431245,103.83181
251 Yishun Ring Road,1.434749,103.841399
718 Yishun Street 71,1.426621,103.828368
771 Yishun Avenue 3,1.42396,103.832606
766 Yishun Avenue 3,1.424742,103.833892
773 Yishun Avenue 3,1.423243,103.83289
