full_address,lat,lng
518 Pasir Ris Street 52,1.374427,103.944508
393 Tampines Avenue 7,1.355212,103.956753
111 Woodlands Street 13,1.437915,103.782099
142 Marsiling Road,1.43702,103.77712
542 Choa Chu Kang Street 52,1.39355,103.744796
543 Choa Chu Kang Street 52,1.393873,103.744288
501 Choa Chu Kang Street 51,1.389472,103.74308
502 Choa Chu Kang Street 51,1.389059,103.74324
509 Choa Chu Kang Street 51,1.38822,103.741892
523 Choa Chu Kang Street 51,1.391677,103.740833
527 Choa Chu Kang Street 51,1.391886,103.741459
531 Choa Chu Kang Street 51,1.392818,103.741635
48 Bendemeer Road,1.323189,103.866197
256 Pasir Ris Street 21,1.367596,103.963951
272 Pasir Ris Street 21,1.364993,103.964441
520 Pasir Ris Street 52,1.373486,103.944809
516 Pasir Ris Street 52,1.374104,103.943086
392 Tampines Avenue 7,1.355271,103.957182
141 Marsiling Road,1.437345,103.77713
323 Woodlands Street 32,1.431131,103.779044
107 Woodlands Street 13,1.437305,103.782269
808 Woodlands Street 81,1.442398,103.787086
87 Redhill Close,1.286243,103.819024
253 Pasir Ris Street 21,1.368126,103.963121
139 Pasir Ris Street 11,1.363754,103.959495
145 Pasir Ris Street 11,1.363252,103.960832
252 Pasir Ris Street 21,1.368248,103.962572
267 Pasir Ris Street 21,1.365778,103.963344
271 Pasir Ris Street 21,1.36583,103.963984
152 Pasir Ris Street 13,1.363713,103.962335
373 Tampines Street 34,1.355973,103.958558
8 Joo Seng Road,1.335253,103.878605
322 Woodlands Street 32,1.431524,103.778877
325 Woodlands Street 32,1.430751,103.779404
830 Woodlands Street 83,1.439285,103.790778
807 Woodlands Street 81,1.442106,103.787347
6 Kim Tian Road,1.28523,103.829354
504 Choa Chu Kang Street 51,1.389153,103.742633
544 Choa Chu Kang Street 52,1.393927,103.743746
507 Choa Chu Kang Street 51,1.389,103.741393
508 Choa Chu Kang Street 51,1.388486,103.741601
548 Choa Chu Kang Street 52,1.393557,103.741926
551 Choa Chu Kang Street 52,1.394329,103.743028
708 Choa Chu Kang Street 53,1.391516,103.746955
112 Whampoa Road,1.326198,103.856882
115 Whampoa Road,1.326538,103.857421
144 Pasir Ris Street 11,1.362719,103.960535
635 Pasir Ris Drive 1,1.377414,103.94033
629 Pasir Ris Drive 3,1.378917,103.940659
148 Pasir Ris Street 13,1.362084,103.962021
150 Pasir Ris Street 13,1.362946,103.963144
146 Pasir Ris Street 11,1.36326,103.960243
628 Pasir Ris Drive 3,1.379124,103.941374
630 Pasir Ris Drive 3,1.378244,103.941048
138 Pasir Ris Street 11,1.363439,103.959823
161 Pasir Ris Street 13,1.3637,103.961822
603 Elias Road,1.376939,103.943674
371 Tampines Street 34,1.357024,103.958588
372 Tampines Street 34,1.356444,103.958018
374 Tampines Street 34,1.356452,103.958469
117 Marsiling Rise,1.438158,103.780176
139 Marsiling Road,1.437716,103.777314
135 Marsiling Road,1.437561,103.777779
832 Woodlands Street 83,1.439624,103.790923
818 Woodlands Street 82,1.441682,103.790057
125 Kim Tian Road,1.283604,103.828137
505 Choa Chu Kang Street 51,1.388993,103.742065
541 Choa Chu Kang Street 52,1.393109,103.744252
550 Choa Chu Kang Street 52,1.394055,103.742725
515 Choa Chu Kang Street 51,1.39025,103.743557
549 Choa Chu Kang Street 52,1.393308,103.742425
702 Choa Chu Kang Street 53,1.391622,103.745344
369 Yung An Road,1.337043,103.719855
46 Bendemeer Road,1.323019,103.866152
640 Pasir Ris Drive 1,1.375838,103.940415
641 Pasir Ris Drive 1,1.376464,103.939561
633 Pasir Ris Drive 3,1.378055,103.940707
627 Pasir Ris Drive 3,1.379434,103.940869
632 Pasir Ris Drive 3,1.378689,103.939844
155 Pasir Ris Street 13,1.363409,103.963581
157 Pasir Ris Street 13,1.364391,103.962652
147 Mei Ling Street,1.29439,103.804465
842B Tampines Street 82,1.351306,103.936776
842C Tampines Street 82,1.35093,103.936741
327 Tampines Street 32,1.352629,103.958232
331 Tampines Street 32,1.35332,103.959853
856C Tampines Street 82,1.352903,103.937376
134 Marsiling Road,1.436801,103.777368
122 Marsiling Rise,1.439196,103.779677
547 Choa Chu Kang Street 52,1.393132,103.742495
703 Choa Chu Kang Street 53,1.391367,103.74596
704 Choa Chu Kang Street 53,1.390971,103.745664
705 Choa Chu Kang Street 53,1.390441,103.746147
563 Choa Chu Kang Street 52,1.395797,103.745704
564 Choa Chu Kang Street 52,1.395439,103.745534
566 Choa Chu Kang Street 52,1.394714,103.745828
761 Choa Chu Kang North 5,1.393211,103.747764
513 Choa Chu Kang Street 51,1.389837,103.742488
738 Jurong West Street 75,1.346378,103.700529
266 Boon Lay Drive,1.346172,103.70624
735 Jurong West Street 75,1.345996,103.700908
736 Jurong West Street 75,1.346152,103.70159
828A Jurong West Street 81,1.34497,103.693591
639 Pasir Ris Drive 1,1.376723,103.939888
626 Pasir Ris Drive 3,1.379828,103.940951
151 Pasir Ris Street 13,1.362871,103.96244
637 Pasir Ris Drive 1,1.376768,103.940343
606 Elias Road,1.376832,103.942657
609 Elias Road,1.375666,103.942638
149 Mei Ling Street,1.294887,103.804343
325 Tampines Street 32,1.352454,103.959076
330 Tampines Street 32,1.353326,103.959449
336 Tampines Street 32,1.352623,103.960196
138 Marsiling Road,1.4381,103.777308
834 Woodlands Street 83,1.440089,103.791077
706 Choa Chu Kang Street 53,1.390986,103.747067
565 Choa Chu Kang Street 52,1.395158,103.745198
567 Choa Chu Kang Street 52,1.39484,103.745933
514 Choa Chu Kang Street 51,1.390212,103.742958
568 Choa Chu Kang Street 52,1.395766,103.746272
569 Choa Chu Kang Street 52,1.396177,103.746493
755 Choa Chu Kang North 5,1.392332,103.746031
559 Choa Chu Kang North 6,1.396004,103.744654
264 Boon Lay Drive,1.346153,103.706986
265 Boon Lay Drive,1.345646,103.706552
258 Boon Lay Drive,1.346303,103.708639
113 Whampoa Road,1.325898,103.857277
153 Pasir Ris Street 13,1.363684,103.962851
156 Pasir Ris Street 13,1.364015,103.963049
642 Pasir Ris Drive 10,1.377595,103.938228
643 Pasir Ris Drive 10,1.377722,103.938101
647 Pasir Ris Drive 10,1.378569,103.939003
602 Elias Road,1.377398,103.943991
580 Pasir Ris Street 53,1.374636,103.946982
143 Mei Ling Street,1.293531,103.804681
842F Tampines Street 82,1.351876,103.93778
842H Tampines Street 82,1.351688,103.93695
856D Tampines Street 82,1.352134,103.938674
337 Tampines Street 32,1.352697,103.959948
172A Lorong 1 Toa Payoh,1.330294,103.842459
118 Marsiling Rise,1.43843,103.780394
820 Woodlands Street 82,1.441133,103.790033
835 Woodlands Street 83,1.440445,103.791098
848 Woodlands Street 82,1.441776,103.791971
330 Yishun Ring Road,1.430766,103.842614
123 Kim Tian Road,1.283895,103.828972
516 Choa Chu Kang Street 51,1.390924,103.743495
518 Choa Chu Kang Street 51,1.390765,103.74268
707 Choa Chu Kang Street 53,1.390674,103.747117
517 Choa Chu Kang Street 51,1.390949,103.742962
751 Choa Chu Kang North 5,1.392458,103.74787
557 Choa Chu Kang North 6,1.395451,103.744155
558 Choa Chu Kang North 6,1.39553,103.744678
734 Jurong West Street 73,1.345458,103.700349
262 Boon Lay Drive,1.345078,103.70737
360 Yung An Road,1.335573,103.721429
844 Jurong West Street 81,1.345392,103.692496
754 Jurong West Street 74,1.348496,103.700004
363 Yung An Road,1.336679,103.720274
704 Pasir Ris Drive 10,1.380822,103.937308
705 Pasir Ris Drive 10,1.380666,103.93782
638 Pasir Ris Drive 1,1.376137,103.940718
648 Pasir Ris Drive 10,1.378688,103.938894
649 Pasir Ris Drive 10,1.378506,103.938461
579 Pasir Ris Street 53,1.374456,103.94726
341 Tampines Street 33,1.351541,103.96102
342 Tampines Street 33,1.351195,103.961838
856F Tampines Street 82,1.352925,103.938211
329 Tampines Street 32,1.353331,103.958628
333 Tampines Street 32,1.353072,103.96103
334 Tampines Street 32,1.352575,103.961055
809 Woodlands Street 81,1.443002,103.787903
810 Woodlands Street 81,1.442716,103.788165
821 Woodlands Street 82,1.440816,103.790089
309 Yishun Ring Road,1.438586,103.836681
760 Choa Chu Kang North 5,1.393095,103.747302
752 Choa Chu Kang North 5,1.392377,103.747386
757 Choa Chu Kang North 5,1.39291,103.745933
553 Choa Chu Kang North 6,1.39579,103.743344
603 Choa Chu Kang Street 62,1.397842,103.744559
259 Boon Lay Drive,1.345606,103.708663
361 Yung An Road,1.33587,103.720393
358 Yung An Road,1.336596,103.721156
846 Jurong West Street 81,1.345473,103.691599
362 Yung An Road,1.336149,103.719825
700 Pasir Ris Drive 10,1.380267,103.938106
702 Pasir Ris Drive 10,1.380205,103.937567
703 Pasir Ris Drive 10,1.38047,103.937129
154 Pasir Ris Street 13,1.363341,103.963263
607 Elias Road,1.376389,103.9424
608 Elias Road,1.375717,103.942814
145 Mei Ling Street,1.294006,103.805074
146 Mei Ling Street,1.293991,103.804532
842G Tampines Street 82,1.352196,103.937262
323 Tampines Street 33,1.351801,103.958283
319 Tampines Street 33,1.351019,103.956279
339 Tampines Street 33,1.351141,103.959106
343 Tampines Street 33,1.351914,103.961244
172 Lorong 1 Toa Payoh,1.330331,103.843025
133 Marsiling Rise,1.437554,103.778123
116 Marsiling Rise,1.438022,103.78047
121 Marsiling Rise,1.439181,103.78002
849 Woodlands Street 82,1.441296,103.792061
314 Yishun Ring Road,1.431724,103.841719
122 Kim Tian Road,1.283394,103.828912
613 Choa Chu Kang Street 62,1.400411,103.74461
753 Choa Chu Kang North 5,1.392306,103.746888
758 Choa Chu Kang North 5,1.393331,103.746217
554 Choa Chu Kang North 6,1.395803,103.743856
561 Choa Chu Kang North 6,1.395881,103.744887
704 Jurong West Street 71,1.340938,103.695174
257 Boon Lay Drive,1.345933,103.708225
357 Yung An Road,1.336732,103.720936
847 Jurong West Street 81,1.345546,103.691946
752 Jurong West Street 74,1.3486,103.69951
701 Pasir Ris Drive 10,1.37994,103.937985
708 Pasir Ris Drive 10,1.381339,103.939017
581 Pasir Ris Street 53,1.374877,103.946662
583 Pasir Ris Street 53,1.375755,103.94705
148 Mei Ling Street,1.294308,103.804088
317 Tampines Street 33,1.351555,103.956726
320 Tampines Street 33,1.350924,103.956883
338 Tampines Street 33,1.351831,103.959624
340 Tampines Street 33,1.351184,103.959832
171 Lorong 1 Toa Payoh,1.33088,103.842816
401 Woodlands Street 41,1.430431,103.772796
406 Woodlands Street 41,1.429702,103.772849
409 Woodlands Street 41,1.429122,103.773374
413 Woodlands Street 41,1.427785,103.772708
415 Woodlands Street 41,1.427872,103.774121
421 Woodlands Street 41,1.427786,103.774632
416 Woodlands Street 41,1.428375,103.773928
850 Woodlands Street 82,1.440948,103.79206
253A Ang Mo Kio Street 21,1.369914,103.834092
10B Bedok South Avenue 2,1.322097,103.936208
10C Bedok South Avenue 2,1.322091,103.936202
10D Bedok South Avenue 2,1.321754,103.936298
127 Bukit Merah Lane 1,1.285363,103.80343
754 Choa Chu Kang North 5,1.392354,103.746585
555 Choa Chu Kang North 6,1.396295,103.74372
560 Choa Chu Kang North 6,1.395939,103.744925
602 Choa Chu Kang Street 62,1.397238,103.744394
601 Choa Chu Kang Street 62,1.396956,103.744899
604 Choa Chu Kang Street 62,1.397886,103.744673
33 Balam Road,1.329776,103.88613
739 Jurong West Street 73,1.346369,103.699913
359 Yung An Road,1.33629,103.72145
845 Jurong West Street 81,1.344721,103.691763
848 Jurong West Street 81,1.345813,103.692184
850 Jurong West Street 81,1.346404,103.691933
853 Jurong West Street 81,1.347231,103.693116
760 Jurong West Street 74,1.349546,103.699872
761 Jurong West Street 74,1.349197,103.699533
709 Pasir Ris Drive 10,1.381747,103.938608
718 Pasir Ris Street 72,1.382391,103.936364
722 Pasir Ris Street 72,1.381052,103.936867
612 Elias Road,1.374718,103.942015
707 Pasir Ris Drive 10,1.38134,103.93844
719 Pasir Ris Street 72,1.382213,103.936841
578 Pasir Ris Street 53,1.374047,103.947597
582 Pasir Ris Street 53,1.375343,103.946844
586 Pasir Ris Street 53,1.375176,103.948071
133 Clarence Lane,1.292265,103.814592
316 Tampines Street 33,1.351591,103.95771
346 Tampines Street 33,1.351259,103.962507
348 Tampines Street 33,1.352776,103.963388
402 Woodlands Street 41,1.431063,103.772274
119 Marsiling Rise,1.438842,103.78032
875 Woodlands Street 82,1.442493,103.789514
410 Woodlands Street 41,1.428855,103.773587
414 Woodlands Street 41,1.428079,103.773357
403 Woodlands Street 41,1.430656,103.772244
404 Woodlands Street 41,1.430349,103.772281
310 Yishun Ring Road,1.432091,103.841402
607 Choa Chu Kang Street 62,1.398678,103.743753
605 Choa Chu Kang Street 62,1.398204,103.743516
606 Choa Chu Kang Street 62,1.398063,103.74396
450 Clementi Avenue 3,1.313558,103.76544
706 Jurong West Street 71,1.341516,103.695358
260 Boon Lay Drive,1.345251,103.708063
610 Elias Road,1.375362,103.941996
706 Pasir Ris Drive 10,1.381006,103.938195
584 Pasir Ris Street 53,1.37503,103.947347
713 Pasir Ris Street 72,1.382647,103.937634
345 Tampines Street 33,1.35183,103.962289
363 Tampines Street 34,1.355726,103.960722
115 Marsiling Rise,1.438289,103.780974
417 Woodlands Street 41,1.429008,103.774135
839 Woodlands Street 82,1.44272,103.791674
405 Woodlands Street 41,1.42999,103.772314
411 Woodlands Street 41,1.42846,103.77282
114 Marsiling Rise,1.438742,103.781339
126 Marsiling Rise,1.438157,103.779876
609 Choa Chu Kang Street 62,1.399081,103.745025
610 Choa Chu Kang Street 62,1.399391,103.74368
42 Circuit Road,1.327398,103.886423
705 Jurong West Street 71,1.340873,103.694595
707 Jurong West Street 71,1.341764,103.694019
852 Jurong West Street 81,1.347636,103.693139
613 Elias Road,1.375151,103.941377
723 Pasir Ris Street 72,1.380805,103.936595
756 Pasir Ris Street 71,1.37787,103.933499
714 Pasir Ris Street 72,1.382507,103.937453
710 Pasir Ris Street 72,1.382121,103.937466
359 Tampines Street 34,1.355846,103.961721
350 Tampines Street 33,1.35378,103.962713
408 Woodlands Street 41,1.428781,103.772504
872 Woodlands Street 81,1.444034,103.789768
873 Woodlands Street 81,1.443194,103.789116
841 Woodlands Street 82,1.443488,103.791693
844 Woodlands Avenue 4,1.44385,103.793208
870 Woodlands Street 81,1.443483,103.788731
826 Woodlands Street 81,1.439317,103.789591
285 Bukit Batok East Avenue 3,1.346409,103.757929
612 Choa Chu Kang Street 62,1.400088,103.744324
615 Choa Chu Kang Street 62,1.400732,103.745043
616 Choa Chu Kang Street 62,1.399649,103.744784
617 Choa Chu Kang North 7,1.400484,103.746331
618 Choa Chu Kang North 7,1.400356,103.746973
619 Choa Chu Kang North 7,1.400285,103.747566
614 Choa Chu Kang Street 62,1.400964,103.743895
851 Jurong West Street 81,1.346652,103.692769
574 Pasir Ris Street 53,1.374325,103.946072
615 Elias Road,1.376454,103.941636
755 Pasir Ris Street 71,1.377685,103.933778
577 Pasir Ris Street 53,1.37354,103.947002
721 Pasir Ris Street 72,1.381486,103.936362
725 Pasir Ris Street 72,1.381396,103.935766
129 Clarence Lane,1.293127,103.814382
352 Tampines Street 33,1.354195,103.962374
353 Tampines Street 33,1.354698,103.962956
360 Tampines Street 34,1.355626,103.962219
871 Woodlands Street 81,1.443483,103.788731
846 Woodlands Avenue 4,1.443483,103.793462
342 Woodlands Avenue 1,1.431952,103.781135
869 Woodlands Street 83,1.442706,103.794072
709 Ang Mo Kio Avenue 8,1.371114,103.847538
286 Bukit Batok East Avenue 3,1.34663,103.758236
621 Choa Chu Kang Street 62,1.399172,103.747201
611 Choa Chu Kang Street 62,1.399826,103.74382
620 Choa Chu Kang Street 62,1.399789,103.747182
854 Jurong West Street 81,1.347315,103.696111
758 Jurong West Street 74,1.350235,103.700304
759 Jurong West Street 74,1.350012,103.699593
865 Jurong West Street 81,1.34978,103.695426
857 Jurong West Street 81,1.348123,103.696785
757 Pasir Ris Street 71,1.377244,103.933453
758 Pasir Ris Street 71,1.376809,103.933482
576 Pasir Ris Street 53,1.37313,103.946808
745 Pasir Ris Street 71,1.37836,103.935702
614 Elias Road,1.375853,103.941477
585 Pasir Ris Street 53,1.375379,103.947416
130 Clarence Lane,1.292806,103.814843
362 Tampines Street 34,1.356262,103.96144
124 Marsiling Rise,1.438861,103.779416
867 Woodlands Street 83,1.442234,103.793055
868 Woodlands Street 83,1.442422,103.793522
104A Ang Mo Kio Street 11,1.371446,103.839167
59 New Upper Changi Road,1.323872,103.940899
35 Telok Blangah Rise,1.272496,103.822278
442 Clementi Avenue 3,1.314054,103.764416
446 Clementi Avenue 3,1.312524,103.76491
863 Jurong West Street 81,1.349257,103.695433
866 Jurong West Street 81,1.35047,103.695462
861 Jurong West Street 81,1.34947,103.696609
862 Jurong West Street 81,1.350054,103.696802
572 Pasir Ris Street 53,1.373597,103.945596
744 Pasir Ris Street 71,1.377634,103.935164
771 Pasir Ris Street 71,1.37561,103.936483
764 Pasir Ris Street 71,1.376431,103.934498
765 Pasir Ris Street 71,1.376851,103.93477
131 Clarence Lane,1.292364,103.815182
354 Tampines Street 33,1.354889,103.962454
355 Tampines Street 33,1.35502,103.961647
358 Tampines Street 33,1.354394,103.960877
86 Lorong 2 Toa Payoh,1.335485,103.84767
82 Lorong 4 Toa Payoh,1.335893,103.848359
80 Lorong 4 Toa Payoh,1.335298,103.848492
340 Woodlands Avenue 1,1.431308,103.781399
836 Woodlands Street 83,1.440388,103.791775
339 Woodlands Avenue 1,1.431029,103.781576
882 Woodlands Street 82,1.444215,103.790915
861 Woodlands Street 83,1.439532,103.795116
862 Woodlands Street 83,1.440034,103.79512
863 Woodlands Street 83,1.440372,103.794846
864 Woodlands Street 83,1.440897,103.795037
879 Woodlands Street 82,1.444931,103.792245
217 Bedok North Street 1,1.32687,103.933931
13 Jalan Bukit Merah,1.287712,103.807291
757 Jurong West Street 74,1.349929,103.70086
756 Jurong West Street 74,1.349356,103.700753
860 Jurong West Street 81,1.349032,103.696547
573 Pasir Ris Street 53,1.373901,103.945906
746 Pasir Ris Street 71,1.378744,103.93528
754 Pasir Ris Street 71,1.377289,103.93425
763 Pasir Ris Street 71,1.376189,103.934226
720 Pasir Ris Street 72,1.381857,103.936555
347 Tampines Street 33,1.351878,103.963114
497B Tampines Street 45,1.358751,103.958128
356 Tampines Street 33,1.354663,103.961431
497A Tampines Street 45,1.359312,103.958616
84 Lorong 2 Toa Payoh,1.33522,103.847947
860 Woodlands Street 83,1.439445,103.794011
878 Woodlands Avenue 9,1.445426,103.791947
858 Woodlands Street 83,1.440528,103.794521
827 Woodlands Street 81,1.439856,103.789378
657 Jalan Tenaga,1.333966,103.907224
287 Bukit Batok East Avenue 3,1.346625,103.758238
134 Jalan Bukit Merah,1.27879,103.827822
764 Jurong West Street 74,1.349538,103.698342
755 Jurong West Street 74,1.34832,103.700616
159 Yung Ping Road,1.329358,103.722419
571 Pasir Ris Street 53,1.373105,103.945689
747 Pasir Ris Street 71,1.379182,103.934696
752 Pasir Ris Street 71,1.377738,103.934643
766 Pasir Ris Street 71,1.375958,103.936038
740 Pasir Ris Street 71,1.378,103.936184
743 Pasir Ris Street 71,1.37742,103.935576
716 Pasir Ris Street 72,1.383111,103.936755
7 Commonwealth Avenue,1.30626,103.794768
7A Commonwealth Avenue,1.306706,103.794895
19 Queen's Close,1.292462,103.800299
20 Queen's Close,1.293568,103.799614
22 Queen's Close,1.293683,103.799704
497C Tampines Street 45,1.358268,103.958588
361 Tampines Street 34,1.355389,103.962758
497G Tampines Street 45,1.360312,103.959676
497H Tampines Street 45,1.359755,103.95996
80A Lorong 4 Toa Payoh,1.335363,103.849352
857 Woodlands Street 83,1.440421,103.793908
876 Woodlands Avenue 9,1.444718,103.790522
877 Woodlands Avenue 9,1.44516,103.791324
823 Woodlands Street 82,1.440901,103.789477
722 Ang Mo Kio Avenue 8,1.37219,103.847488
104B Ang Mo Kio Street 11,1.371538,103.838466
205 Bedok North Street 1,1.326009,103.93094
208 New Upper Changi Road,1.325635,103.931263
654 Jalan Tenaga,1.333336,103.906809
664 Jalan Damai,1.334232,103.90889
665 Jalan Damai,1.334104,103.908138
38 Telok Blangah Rise,1.272508,103.822396
789 Choa Chu Kang North 6,1.395877,103.748994
864 Jurong West Street 81,1.349566,103.694579
856 Jurong West Street 81,1.347386,103.696584
766 Jurong West Street 74,1.349883,103.697827
855 Jurong West Street 81,1.346904,103.696022
157 Yung Loh Road,1.328515,103.721734
160 Yung Ping Road,1.329399,103.72145
859 Jurong West Street 81,1.349155,103.69603
66 Kallang Bahru,1.320645,103.869797
736 Pasir Ris Drive 10,1.379535,103.93754
750 Pasir Ris Street 71,1.378167,103.934704
767 Pasir Ris Street 71,1.375686,103.935878
772 Pasir Ris Street 71,1.375331,103.936854
769 Pasir Ris Street 71,1.375004,103.935118
773 Pasir Ris Street 71,1.374949,103.936469
760 Pasir Ris Street 71,1.3768,103.933115
761 Pasir Ris Street 71,1.376108,103.933821
770 Pasir Ris Street 71,1.37492,103.936208
762 Pasir Ris Street 71,1.375789,103.933916
749 Pasir Ris Street 71,1.37882,103.934495
778 Pasir Ris Street 71,1.374406,103.938224
781 Pasir Ris Street 71,1.373862,103.938601
21 Queen's Close,1.293331,103.799938
450E Tampines Street 42,1.35755,103.953201
851 Woodlands Street 83,1.440588,103.79234
856 Woodlands Street 83,1.440488,103.793201
859 Woodlands Street 83,1.439803,103.793874
881 Woodlands Street 82,1.444506,103.791922
667 Jalan Damai,1.333767,103.908844
668 Jalan Damai,1.333435,103.908921
784 Choa Chu Kang Drive,1.390124,103.744484
786 Choa Chu Kang Drive,1.395086,103.748635
765 Choa Chu Kang North 5,1.392802,103.749801
788 Choa Chu Kang North 6,1.395798,103.748451
791 Choa Chu Kang North 6,1.395446,103.750004
785 Choa Chu Kang Drive,1.394677,103.747908
768 Choa Chu Kang Street 54,1.394154,103.749947
201 Hougang Street 21,1.35775,103.883666
104 Jurong East Street 13,1.336285,103.737574
155 Yung Loh Road,1.327694,103.722031
156 Yung Loh Road,1.328157,103.721757
158 Yung Loh Road,1.328805,103.722452
161 Yung Ping Road,1.329704,103.721458
162 Yung Ping Road,1.329686,103.72201
163 Yung Ping Road,1.330272,103.722626
570 Pasir Ris Street 53,1.372816,103.946522
741 Pasir Ris Street 71,1.377748,103.936437
768 Pasir Ris Street 71,1.375165,103.93534
742 Pasir Ris Street 71,1.37705,103.935962
782 Pasir Ris Street 71,1.373378,103.938894
450C Tampines Street 42,1.357187,103.952233
82A Lorong 4 Toa Payoh,1.335998,103.848963
80B Lorong 4 Toa Payoh,1.335331,103.849654
880 Woodlands Street 82,1.444442,103.792606
713 Ang Mo Kio Avenue 6,1.371473,103.84667
704 Ang Mo Kio Avenue 8,1.370216,103.847196
204 Bedok North Street 1,1.32624,103.930026
672 Jalan Damai,1.33211,103.908726
655 Jalan Tenaga,1.333336,103.906809
12 Jalan Bukit Merah,1.287455,103.807069
139 Jalan Bukit Merah,1.278965,103.826607
81 Redhill Lane,1.287798,103.819498
135 Jalan Bukit Merah,1.278701,103.827102
771 Choa Chu Kang Street 54,1.394478,103.749231
792 Choa Chu Kang North 6,1.395179,103.749003
787 Choa Chu Kang North 6,1.395836,103.747727
765 Jurong West Street 74,1.349309,103.698255
67 Kallang Bahru,1.321753,103.869137
737 Pasir Ris Drive 10,1.379652,103.936945
748 Pasir Ris Street 71,1.378215,103.934956
751 Pasir Ris Street 71,1.378177,103.93404
776 Pasir Ris Street 71,1.374907,103.937162
777 Pasir Ris Street 71,1.375216,103.937198
774 Pasir Ris Street 71,1.374256,103.936665
450F Tampines Street 42,1.357961,103.953196
82B Lorong 4 Toa Payoh,1.33561,103.848858
865 Woodlands Street 83,1.441131,103.792718
720 Ang Mo Kio Avenue 6,1.371825,103.847093
705 Ang Mo Kio Avenue 8,1.370521,103.84748
203 Bedok North Street 1,1.325757,103.929173
652 Jalan Tenaga,1.332624,103.907882
124A Bukit Merah View,1.284938,103.822797
82 Redhill Lane,1.287798,103.819498
83 Redhill Lane,1.286534,103.819259
766 Choa Chu Kang North 5,1.393528,103.749739
790 Choa Chu Kang North 6,1.395967,103.749776
767 Choa Chu Kang Street 54,1.39391,103.749269
352 Kang Ching Road,1.339496,103.720279
331 Tah Ching Road,1.338113,103.723486
333 Kang Ching Road,1.339514,103.723283
739 Pasir Ris Drive 10,1.378551,103.936856
245 Simei Street 5,1.344391,103.954115
246 Simei Street 5,1.344988,103.954223
450D Tampines Street 42,1.357191,103.952861
369 Woodlands Avenue 1,1.433355,103.787528
367 Woodlands Avenue 5,1.433539,103.786442
894A Woodlands Drive 50,1.436002,103.790362
894D Woodlands Drive 50,1.435606,103.790399
891A Woodlands Drive 50,1.437747,103.7912
670 Jalan Damai,1.332754,103.908228
653 Jalan Tenaga,1.332572,103.907071
656 Jalan Tenaga,1.33374,103.907558
661 Jalan Damai,1.334702,103.90801
45 Telok Blangah Drive,1.272519,103.809321
108 Hougang Avenue 1,1.353749,103.890649
354 Kang Ching Road,1.339094,103.7211
355 Kang Ching Road,1.338816,103.720751
334 Kang Ching Road,1.339369,103.72274
253 Simei Street 1,1.341933,103.952636
254 Simei Street 1,1.341868,103.952013
244 Simei Street 5,1.34389,103.954511
450A Tampines Street 42,1.358341,103.952226
498E Tampines Street 45,1.361516,103.959018
498H Tampines Street 45,1.362906,103.957426
498J Tampines Street 45,1.363226,103.956899
255 Simei Street 1,1.342361,103.951665
498D Tampines Street 45,1.361097,103.959466
84B Lorong 2 Toa Payoh,1.335777,103.846806
81A Lorong 4 Toa Payoh,1.335671,103.850079
81B Lorong 4 Toa Payoh,1.335926,103.849741
366 Woodlands Avenue 5,1.4338,103.787461
703 Woodlands Drive 40,1.441051,103.7966
704 Woodlands Drive 40,1.440662,103.796041
707 Woodlands Drive 40,1.440668,103.79659
371 Woodlands Avenue 1,1.432365,103.786853
894C Woodlands Drive 50,1.436011,103.790361
891B Woodlands Drive 50,1.437908,103.790544
359 Woodlands Avenue 5,1.434212,103.783895
617 Ang Mo Kio Avenue 4,1.377798,103.837982
613 Ang Mo Kio Avenue 4,1.378593,103.839364
614 Ang Mo Kio Avenue 4,1.378112,103.839378
651 Jalan Tenaga,1.33216,103.907303
666 Jalan Damai,1.33376,103.908105
671 Jalan Damai,1.332426,103.908931
124B Bukit Merah View,1.285248,103.823147
769 Choa Chu Kang Street 54,1.394327,103.750603
770 Choa Chu Kang Street 54,1.394865,103.750494
852 Hougang Central,1.367742,103.893841
353 Kang Ching Road,1.339712,103.720799
326 Tah Ching Road,1.335767,103.722663
4C Saint George's Lane,1.322378,103.860626
8 Lorong Lew Lian,1.348884,103.87675
247 Simei Street 5,1.344024,103.953692
450G Tampines Street 42,1.358325,103.952871
498B Tampines Street 45,1.361057,103.958616
498F Tampines Street 45,1.361827,103.958567
364 Woodlands Avenue 5,1.434002,103.786697
701 Woodlands Drive 40,1.441648,103.795987
894B Woodlands Drive 50,1.436028,103.789384
892A Woodlands Drive 50,1.437325,103.790213
892B Woodlands Drive 50,1.437592,103.789675
712 Woodlands Drive 70,1.441801,103.797103
709 Woodlands Drive 70,1.440363,103.797967
360 Woodlands Avenue 5,1.434044,103.784452
361 Woodlands Avenue 5,1.433973,103.784854
619 Ang Mo Kio Avenue 4,1.378632,103.838613
669 Jalan Damai,1.333298,103.90836
29 Chai Chee Avenue,1.324347,103.924283
188 Bukit Batok West Avenue 6,1.345966,103.745946
189 Bukit Batok West Avenue 6,1.345877,103.746336
125 Bukit Merah View,1.285142,103.823752
838 Hougang Central,1.370165,103.891228
567 Hougang Street 51,1.378641,103.889052
568 Hougang Street 51,1.378002,103.888893
571 Hougang Street 51,1.378456,103.888027
851 Hougang Central,1.370222,103.893601
324 Tah Ching Road,1.336556,103.723442
335 Kang Ching Road,1.339084,103.723121
256 Simei Street 1,1.342868,103.95177
